# cid2code.txt (Beta Version 2018-05-15)
#
# The data in this table contains four tab-delimited columns of
# information. The contents of this file supplement "The Adobe-KR-9
# Character Collection":
#
# https://github.com/adobe-type-tools/Adobe-KR/
#
# This table contains lists CIDs 0 through 22875 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o There are cases of multiple code points mapping to the same CID
#   within a single CMap resource. These cases are comma-delimited
#   within the same column.
#
# The following is a synopsis of columns 2 through 4, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "UniAKR-UTF8-H" CMap resource
#   (Unicode Version 10.0 UTF-8 encoding).
#
# o Column 3: Character codes for the "UniAKR-UTF16-H" CMap resource
#   (Unicode Version 10.0 UTF-16 encoding).
#
# o Column 4: Character codes for the "UniAKR-UTF32-H" CMap resource
#   (Unicode Version 10.0 UTF-32 encoding).
#
CID	UniAKR-UTF8	UniAKR-UTF16	UniAKR-UTF32
4637	eab182	ac42	0000ac42
4638	eab183	ac43	0000ac43
4639	eab184	ac44	0000ac44
4640	eab185	ac45	0000ac45
4641	eab186	ac46	0000ac46
4642	eab18a	ac4a	0000ac4a
4643	eab18e	ac4e	0000ac4e
4644	eab18f	ac4f	0000ac4f
4645	eab190	ac50	0000ac50
4646	eab191	ac51	0000ac51
4647	eab192	ac52	0000ac52
4648	eab193	ac53	0000ac53
4649	eab195	ac55	0000ac55
4650	eab196	ac56	0000ac56
4651	eab197	ac57	0000ac57
4652	eab199	ac59	0000ac59
4653	eab19a	ac5a	0000ac5a
4654	eab19b	ac5b	0000ac5b
4655	eab19d	ac5d	0000ac5d
4656	eab19e	ac5e	0000ac5e
4657	eab19f	ac5f	0000ac5f
4658	eab1a0	ac60	0000ac60
4659	eab1a1	ac61	0000ac61
4660	eab1a2	ac62	0000ac62
4661	eab1a3	ac63	0000ac63
4662	eab1a6	ac66	0000ac66
4663	eab1a7	ac67	0000ac67
4664	eab1a8	ac68	0000ac68
4665	eab1a9	ac69	0000ac69
4666	eab1aa	ac6a	0000ac6a
4667	eab1ab	ac6b	0000ac6b
4668	eab1ac	ac6c	0000ac6c
4669	eab1ad	ac6d	0000ac6d
4670	eab1ae	ac6e	0000ac6e
4671	eab1af	ac6f	0000ac6f
4672	eab1b2	ac72	0000ac72
4673	eab1b6	ac76	0000ac76
4674	eab1bb	ac7b	0000ac7b
4675	eab1bc	ac7c	0000ac7c
4676	eab1bd	ac7d	0000ac7d
4677	eab1be	ac7e	0000ac7e
4678	eab1bf	ac7f	0000ac7f
4679	eab288	ac88	0000ac88
4680	eab28e	ac8e	0000ac8e
4681	eab28f	ac8f	0000ac8f
4682	eab291	ac91	0000ac91
4683	eab292	ac92	0000ac92
4684	eab295	ac95	0000ac95
4685	eab296	ac96	0000ac96
4686	eab297	ac97	0000ac97
4687	eab298	ac98	0000ac98
4688	eab299	ac99	0000ac99
4689	eab29a	ac9a	0000ac9a
4690	eab29b	ac9b	0000ac9b
4691	eab29e	ac9e	0000ac9e
4692	eab2a2	aca2	0000aca2
4693	eab2a3	aca3	0000aca3
4694	eab2a4	aca4	0000aca4
4695	eab2a6	aca6	0000aca6
4696	eab2ab	acab	0000acab
4697	eab2ad	acad	0000acad
4698	eab2ae	acae	0000acae
4699	eab2b2	acb2	0000acb2
4700	eab2b3	acb3	0000acb3
4701	eab2b5	acb5	0000acb5
4702	eab2b6	acb6	0000acb6
4703	eab2ba	acba	0000acba
4704	eab380	acc0	0000acc0
4705	eab383	acc3	0000acc3
4706	eab386	acc6	0000acc6
4707	eab387	acc7	0000acc7
4708	eab389	acc9	0000acc9
4709	eab38a	acca	0000acca
4710	eab38d	accd	0000accd
4711	eab38e	acce	0000acce
4712	eab38f	accf	0000accf
4713	eab390	acd0	0000acd0
4714	eab391	acd1	0000acd1
4715	eab392	acd2	0000acd2
4716	eab393	acd3	0000acd3
4717	eab396	acd6	0000acd6
4718	eab39a	acda	0000acda
4719	eab39b	acdb	0000acdb
4720	eab39c	acdc	0000acdc
4721	eab39d	acdd	0000acdd
4722	eab39e	acde	0000acde
4723	eab39f	acdf	0000acdf
4724	eab3a2	ace2	0000ace2
4725	eab3a3	ace3	0000ace3
4726	eab3a5	ace5	0000ace5
4727	eab3a6	ace6	0000ace6
4728	eab3ad	aced	0000aced
4729	eab3b2	acf2	0000acf2
4730	eab3b4	acf4	0000acf4
4731	eab3b8	acf8	0000acf8
4732	eab3be	acfe	0000acfe
4733	eab3bf	acff	0000acff
4734	eab481	ad01	0000ad01
4735	eab482	ad02	0000ad02
4736	eab485	ad05	0000ad05
4737	eab487	ad07	0000ad07
4738	eab488	ad08	0000ad08
4739	eab489	ad09	0000ad09
4740	eab48a	ad0a	0000ad0a
4741	eab48b	ad0b	0000ad0b
4742	eab48e	ad0e	0000ad0e
4743	eab493	ad13	0000ad13
4744	eab494	ad14	0000ad14
4745	eab495	ad15	0000ad15
4746	eab496	ad16	0000ad16
4747	eab497	ad17	0000ad17
4748	eab49a	ad1a	0000ad1a
4749	eab49b	ad1b	0000ad1b
4750	eab49d	ad1d	0000ad1d
4751	eab49e	ad1e	0000ad1e
4752	eab4a1	ad21	0000ad21
4753	eab4a3	ad23	0000ad23
4754	eab4a4	ad24	0000ad24
4755	eab4a5	ad25	0000ad25
4756	eab4a6	ad26	0000ad26
4757	eab4a7	ad27	0000ad27
4758	eab4aa	ad2a	0000ad2a
4759	eab4ae	ad2e	0000ad2e
4760	eab4af	ad2f	0000ad2f
4761	eab4b0	ad30	0000ad30
4762	eab4b1	ad31	0000ad31
4763	eab4b2	ad32	0000ad32
4764	eab4b3	ad33	0000ad33
4765	eab4b6	ad36	0000ad36
4766	eab4b7	ad37	0000ad37
4767	eab4b9	ad39	0000ad39
4768	eab4ba	ad3a	0000ad3a
4769	eab4bd	ad3d	0000ad3d
4770	eab4bf	ad3f	0000ad3f
4771	eab580	ad40	0000ad40
4772	eab581	ad41	0000ad41
4773	eab582	ad42	0000ad42
4774	eab583	ad43	0000ad43
4775	eab586	ad46	0000ad46
4776	eab58a	ad4a	0000ad4a
4777	eab58b	ad4b	0000ad4b
4778	eab58c	ad4c	0000ad4c
4779	eab58d	ad4d	0000ad4d
4780	eab58e	ad4e	0000ad4e
4781	eab58f	ad4f	0000ad4f
4782	eab592	ad52	0000ad52
4783	eab593	ad53	0000ad53
4784	eab595	ad55	0000ad55
4785	eab596	ad56	0000ad56
4786	eab599	ad59	0000ad59
4787	eab59a	ad5a	0000ad5a
4788	eab59b	ad5b	0000ad5b
4789	eab59c	ad5c	0000ad5c
4790	eab59d	ad5d	0000ad5d
4791	eab59e	ad5e	0000ad5e
4792	eab59f	ad5f	0000ad5f
4793	eab5a2	ad62	0000ad62
4794	eab5a4	ad64	0000ad64
4795	eab5a6	ad66	0000ad66
4796	eab5a7	ad67	0000ad67
4797	eab5a8	ad68	0000ad68
4798	eab5a9	ad69	0000ad69
4799	eab5aa	ad6a	0000ad6a
4800	eab5ab	ad6b	0000ad6b
4801	eab5ae	ad6e	0000ad6e
4802	eab5af	ad6f	0000ad6f
4803	eab5b1	ad71	0000ad71
4804	eab5b2	ad72	0000ad72
4805	eab5b7	ad77	0000ad77
4806	eab5b9	ad79	0000ad79
4807	eab5ba	ad7a	0000ad7a
4808	eab5be	ad7e	0000ad7e
4809	eab680	ad80	0000ad80
4810	eab684	ad84	0000ad84
4811	eab685	ad85	0000ad85
4812	eab687	ad87	0000ad87
4813	eab68a	ad8a	0000ad8a
4814	eab68b	ad8b	0000ad8b
4815	eab68d	ad8d	0000ad8d
4816	eab68e	ad8e	0000ad8e
4817	eab691	ad91	0000ad91
4818	eab692	ad92	0000ad92
4819	eab693	ad93	0000ad93
4820	eab694	ad94	0000ad94
4821	eab695	ad95	0000ad95
4822	eab696	ad96	0000ad96
4823	eab697	ad97	0000ad97
4824	eab69a	ad9a	0000ad9a
4825	eab69e	ad9e	0000ad9e
4826	eab69f	ad9f	0000ad9f
4827	eab6a0	ada0	0000ada0
4828	eab6a1	ada1	0000ada1
4829	eab6a2	ada2	0000ada2
4830	eab6a3	ada3	0000ada3
4831	eab6a6	ada6	0000ada6
4832	eab6a7	ada7	0000ada7
4833	eab6a9	ada9	0000ada9
4834	eab6aa	adaa	0000adaa
4835	eab6ad	adad	0000adad
4836	eab6ae	adae	0000adae
4837	eab6af	adaf	0000adaf
4838	eab6b0	adb0	0000adb0
4839	eab6b1	adb1	0000adb1
4840	eab6b2	adb2	0000adb2
4841	eab6b3	adb3	0000adb3
4842	eab6b6	adb6	0000adb6
4843	eab6ba	adba	0000adba
4844	eab6bb	adbb	0000adbb
4845	eab6bc	adbc	0000adbc
4846	eab6bd	adbd	0000adbd
4847	eab6be	adbe	0000adbe
4848	eab6bf	adbf	0000adbf
4849	eab782	adc2	0000adc2
4850	eab783	adc3	0000adc3
4851	eab785	adc5	0000adc5
4852	eab786	adc6	0000adc6
4853	eab789	adc9	0000adc9
4854	eab78b	adcb	0000adcb
4855	eab78c	adcc	0000adcc
4856	eab78d	adcd	0000adcd
4857	eab78e	adce	0000adce
4858	eab78f	adcf	0000adcf
4859	eab792	add2	0000add2
4860	eab796	add6	0000add6
4861	eab797	add7	0000add7
4862	eab798	add8	0000add8
4863	eab799	add9	0000add9
4864	eab79a	adda	0000adda
4865	eab79b	addb	0000addb
4866	eab79e	adde	0000adde
4867	eab79f	addf	0000addf
4868	eab7a1	ade1	0000ade1
4869	eab7a2	ade2	0000ade2
4870	eab7a3	ade3	0000ade3
4871	eab7a5	ade5	0000ade5
4872	eab7a6	ade6	0000ade6
4873	eab7a7	ade7	0000ade7
4874	eab7a9	ade9	0000ade9
4875	eab7aa	adea	0000adea
4876	eab7ab	adeb	0000adeb
4877	eab7ae	adee	0000adee
4878	eab7b0	adf0	0000adf0
4879	eab7b2	adf2	0000adf2
4880	eab7b3	adf3	0000adf3
4881	eab7b4	adf4	0000adf4
4882	eab7b5	adf5	0000adf5
4883	eab7b6	adf6	0000adf6
4884	eab7b7	adf7	0000adf7
4885	eab7ba	adfa	0000adfa
4886	eab7bb	adfb	0000adfb
4887	eab7bd	adfd	0000adfd
4888	eab885	ae05	0000ae05
4889	eab886	ae06	0000ae06
4890	eab88a	ae0a	0000ae0a
4891	eab88c	ae0c	0000ae0c
4892	eab890	ae10	0000ae10
4893	eab896	ae16	0000ae16
4894	eab897	ae17	0000ae17
4895	eab899	ae19	0000ae19
4896	eab89a	ae1a	0000ae1a
4897	eab89b	ae1b	0000ae1b
4898	eab89d	ae1d	0000ae1d
4899	eab89e	ae1e	0000ae1e
4900	eab89f	ae1f	0000ae1f
4901	eab8a1	ae21	0000ae21
4902	eab8a2	ae22	0000ae22
4903	eab8a3	ae23	0000ae23
4904	eab8a6	ae26	0000ae26
4905	eab8a8	ae28	0000ae28
4906	eab8aa	ae2a	0000ae2a
4907	eab8ab	ae2b	0000ae2b
4908	eab8ac	ae2c	0000ae2c
4909	eab8ad	ae2d	0000ae2d
4910	eab8ae	ae2e	0000ae2e
4911	eab8af	ae2f	0000ae2f
4912	eab8b2	ae32	0000ae32
4913	eab8b3	ae33	0000ae33
4914	eab8b5	ae35	0000ae35
4915	eab8b6	ae36	0000ae36
4916	eab8bb	ae3b	0000ae3b
4917	eab8bd	ae3d	0000ae3d
4918	eab8be	ae3e	0000ae3e
4919	eab8bf	ae3f	0000ae3f
4920	eab982	ae42	0000ae42
4921	eab988	ae48	0000ae48
4922	eab98f	ae4f	0000ae4f
4923	eab991	ae51	0000ae51
4924	eab992	ae52	0000ae52
4925	eab995	ae55	0000ae55
4926	eab997	ae57	0000ae57
4927	eab998	ae58	0000ae58
4928	eab999	ae59	0000ae59
4929	eab99a	ae5a	0000ae5a
4930	eab99b	ae5b	0000ae5b
4931	eab99e	ae5e	0000ae5e
4932	eab9a4	ae64	0000ae64
4933	eab9a6	ae66	0000ae66
4934	eab9a7	ae67	0000ae67
4935	eab9ab	ae6b	0000ae6b
4936	eab9ad	ae6d	0000ae6d
4937	eab9ae	ae6e	0000ae6e
4938	eab9b1	ae71	0000ae71
4939	eab9b2	ae72	0000ae72
4940	eab9b4	ae74	0000ae74
4941	eab9b5	ae75	0000ae75
4942	eab9b7	ae77	0000ae77
4943	eab9ba	ae7a	0000ae7a
4944	eab9be	ae7e	0000ae7e
4945	eab9bf	ae7f	0000ae7f
4946	eaba80	ae80	0000ae80
4947	eaba82	ae82	0000ae82
4948	eaba83	ae83	0000ae83
4949	eaba87	ae87	0000ae87
4950	eaba89	ae89	0000ae89
4951	eaba8a	ae8a	0000ae8a
4952	eaba8e	ae8e	0000ae8e
4953	eaba8f	ae8f	0000ae8f
4954	eaba90	ae90	0000ae90
4955	eaba91	ae91	0000ae91
4956	eaba92	ae92	0000ae92
4957	eaba93	ae93	0000ae93
4958	eaba94	ae94	0000ae94
4959	eaba95	ae95	0000ae95
4960	eaba96	ae96	0000ae96
4961	eaba98	ae98	0000ae98
4962	eaba9a	ae9a	0000ae9a
4963	eaba9b	ae9b	0000ae9b
4964	eaba9c	ae9c	0000ae9c
4965	eaba9d	ae9d	0000ae9d
4966	eaba9e	ae9e	0000ae9e
4967	eaba9f	ae9f	0000ae9f
4968	eabaa1	aea1	0000aea1
4969	eabaa2	aea2	0000aea2
4970	eabaa3	aea3	0000aea3
4971	eabaa5	aea5	0000aea5
4972	eabaa6	aea6	0000aea6
4973	eabaa7	aea7	0000aea7
4974	eabaa8	aea8	0000aea8
4975	eabaa9	aea9	0000aea9
4976	eabaaa	aeaa	0000aeaa
4977	eabaab	aeab	0000aeab
4978	eabaac	aeac	0000aeac
4979	eabaad	aead	0000aead
4980	eabaae	aeae	0000aeae
4981	eabaaf	aeaf	0000aeaf
4982	eabab0	aeb0	0000aeb0
4983	eabab1	aeb1	0000aeb1
4984	eabab2	aeb2	0000aeb2
4985	eabab3	aeb3	0000aeb3
4986	eabab4	aeb4	0000aeb4
4987	eabab6	aeb6	0000aeb6
4988	eabab7	aeb7	0000aeb7
4989	eabab8	aeb8	0000aeb8
4990	eabab9	aeb9	0000aeb9
4991	eababa	aeba	0000aeba
4992	eababb	aebb	0000aebb
4993	eababf	aebf	0000aebf
4994	eabb81	aec1	0000aec1
4995	eabb85	aec5	0000aec5
4996	eabb86	aec6	0000aec6
4997	eabb87	aec7	0000aec7
4998	eabb88	aec8	0000aec8
4999	eabb89	aec9	0000aec9
5000	eabb8a	aeca	0000aeca
5001	eabb8b	aecb	0000aecb
5002	eabb8e	aece	0000aece
5003	eabb94	aed4	0000aed4
5004	eabb96	aed6	0000aed6
5005	eabb97	aed7	0000aed7
5006	eabb9b	aedb	0000aedb
5007	eabb9d	aedd	0000aedd
5008	eabb9e	aede	0000aede
5009	eabba1	aee1	0000aee1
5010	eabba2	aee2	0000aee2
5011	eabba3	aee3	0000aee3
5012	eabba4	aee4	0000aee4
5013	eabba5	aee5	0000aee5
5014	eabba6	aee6	0000aee6
5015	eabba7	aee7	0000aee7
5016	eabbaa	aeea	0000aeea
5017	eabbae	aeee	0000aeee
5018	eabbaf	aeef	0000aeef
5019	eabbb0	aef0	0000aef0
5020	eabbb2	aef2	0000aef2
5021	eabbb3	aef3	0000aef3
5022	eabbb6	aef6	0000aef6
5023	eabbb7	aef7	0000aef7
5024	eabbb9	aef9	0000aef9
5025	eabbba	aefa	0000aefa
5026	eabbbd	aefd	0000aefd
5027	eabbbe	aefe	0000aefe
5028	eabbbf	aeff	0000aeff
5029	eabc80	af00	0000af00
5030	eabc81	af01	0000af01
5031	eabc82	af02	0000af02
5032	eabc83	af03	0000af03
5033	eabc86	af06	0000af06
5034	eabc8a	af0a	0000af0a
5035	eabc8b	af0b	0000af0b
5036	eabc8c	af0c	0000af0c
5037	eabc8e	af0e	0000af0e
5038	eabc8f	af0f	0000af0f
5039	eabc91	af11	0000af11
5040	eabc92	af12	0000af12
5041	eabc93	af13	0000af13
5042	eabc94	af14	0000af14
5043	eabc95	af15	0000af15
5044	eabc96	af16	0000af16
5045	eabc98	af18	0000af18
5046	eabc99	af19	0000af19
5047	eabc9a	af1a	0000af1a
5048	eabc9b	af1b	0000af1b
5049	eabc9c	af1c	0000af1c
5050	eabc9d	af1d	0000af1d
5051	eabc9e	af1e	0000af1e
5052	eabc9f	af1f	0000af1f
5053	eabca0	af20	0000af20
5054	eabca1	af21	0000af21
5055	eabca2	af22	0000af22
5056	eabca3	af23	0000af23
5057	eabca4	af24	0000af24
5058	eabca6	af26	0000af26
5059	eabca7	af27	0000af27
5060	eabca8	af28	0000af28
5061	eabca9	af29	0000af29
5062	eabcaa	af2a	0000af2a
5063	eabcab	af2b	0000af2b
5064	eabcae	af2e	0000af2e
5065	eabcaf	af2f	0000af2f
5066	eabcb5	af35	0000af35
5067	eabcb7	af37	0000af37
5068	eabcb9	af39	0000af39
5069	eabcba	af3a	0000af3a
5070	eabcbe	af3e	0000af3e
5071	eabd80	af40	0000af40
5072	eabd84	af44	0000af44
5073	eabd86	af46	0000af46
5074	eabd8a	af4a	0000af4a
5075	eabd8b	af4b	0000af4b
5076	eabd8d	af4d	0000af4d
5077	eabd8e	af4e	0000af4e
5078	eabd91	af51	0000af51
5079	eabd92	af52	0000af52
5080	eabd93	af53	0000af53
5081	eabd94	af54	0000af54
5082	eabd95	af55	0000af55
5083	eabd96	af56	0000af56
5084	eabd97	af57	0000af57
5085	eabd9a	af5a	0000af5a
5086	eabd9e	af5e	0000af5e
5087	eabd9f	af5f	0000af5f
5088	eabda0	af60	0000af60
5089	eabda1	af61	0000af61
5090	eabda2	af62	0000af62
5091	eabda3	af63	0000af63
5092	eabda6	af66	0000af66
5093	eabda7	af67	0000af67
5094	eabda9	af69	0000af69
5095	eabdaa	af6a	0000af6a
5096	eabdad	af6d	0000af6d
5097	eabdae	af6e	0000af6e
5098	eabdaf	af6f	0000af6f
5099	eabdb0	af70	0000af70
5100	eabdb1	af71	0000af71
5101	eabdb2	af72	0000af72
5102	eabdb3	af73	0000af73
5103	eabdb6	af76	0000af76
5104	eabdb7	af77	0000af77
5105	eabdba	af7a	0000af7a
5106	eabdbb	af7b	0000af7b
5107	eabdbc	af7c	0000af7c
5108	eabdbd	af7d	0000af7d
5109	eabdbe	af7e	0000af7e
5110	eabdbf	af7f	0000af7f
5111	eabe82	af82	0000af82
5112	eabe83	af83	0000af83
5113	eabe85	af85	0000af85
5114	eabe86	af86	0000af86
5115	eabe89	af89	0000af89
5116	eabe8a	af8a	0000af8a
5117	eabe8b	af8b	0000af8b
5118	eabe8c	af8c	0000af8c
5119	eabe8d	af8d	0000af8d
5120	eabe8e	af8e	0000af8e
5121	eabe8f	af8f	0000af8f
5122	eabe92	af92	0000af92
5123	eabe96	af96	0000af96
5124	eabe97	af97	0000af97
5125	eabe98	af98	0000af98
5126	eabe99	af99	0000af99
5127	eabe9a	af9a	0000af9a
5128	eabe9b	af9b	0000af9b
5129	eabe9d	af9d	0000af9d
5130	eabe9e	af9e	0000af9e
5131	eabe9f	af9f	0000af9f
5132	eabea1	afa1	0000afa1
5133	eabea2	afa2	0000afa2
5134	eabea5	afa5	0000afa5
5135	eabea6	afa6	0000afa6
5136	eabea7	afa7	0000afa7
5137	eabea8	afa8	0000afa8
5138	eabea9	afa9	0000afa9
5139	eabeaa	afaa	0000afaa
5140	eabeab	afab	0000afab
5141	eabeae	afae	0000afae
5142	eabeaf	afaf	0000afaf
5143	eabeb0	afb0	0000afb0
5144	eabeb1	afb1	0000afb1
5145	eabeb3	afb3	0000afb3
5146	eabeb4	afb4	0000afb4
5147	eabeb5	afb5	0000afb5
5148	eabeb6	afb6	0000afb6
5149	eabeb7	afb7	0000afb7
5150	eabeba	afba	0000afba
5151	eabebb	afbb	0000afbb
5152	eabebd	afbd	0000afbd
5153	eabebe	afbe	0000afbe
5154	eabf82	afc2	0000afc2
5155	eabf83	afc3	0000afc3
5156	eabf84	afc4	0000afc4
5157	eabf85	afc5	0000afc5
5158	eabf86	afc6	0000afc6
5159	eabf8a	afca	0000afca
5160	eabf8c	afcc	0000afcc
5161	eabf90	afd0	0000afd0
5162	eabf91	afd1	0000afd1
5163	eabf92	afd2	0000afd2
5164	eabf93	afd3	0000afd3
5165	eabf96	afd6	0000afd6
5166	eabf97	afd7	0000afd7
5167	eabf99	afd9	0000afd9
5168	eabf9a	afda	0000afda
5169	eabf9d	afdd	0000afdd
5170	eabf9e	afde	0000afde
5171	eabf9f	afdf	0000afdf
5172	eabfa0	afe0	0000afe0
5173	eabfa1	afe1	0000afe1
5174	eabfa2	afe2	0000afe2
5175	eabfa3	afe3	0000afe3
5176	eabfa6	afe6	0000afe6
5177	eabfaa	afea	0000afea
5178	eabfab	afeb	0000afeb
5179	eabfac	afec	0000afec
5180	eabfad	afed	0000afed
5181	eabfae	afee	0000afee
5182	eabfaf	afef	0000afef
5183	eabfb2	aff2	0000aff2
5184	eabfb3	aff3	0000aff3
5185	eabfb5	aff5	0000aff5
5186	eabfb6	aff6	0000aff6
5187	eabfb9	aff9	0000aff9
5188	eabfba	affa	0000affa
5189	eabfbb	affb	0000affb
5190	eabfbc	affc	0000affc
5191	eabfbd	affd	0000affd
5192	eabfbe	affe	0000affe
5193	eabfbf	afff	0000afff
5194	eb8082	b002	0000b002
5195	eb8086	b006	0000b006
5196	eb8087	b007	0000b007
5197	eb8088	b008	0000b008
5198	eb8089	b009	0000b009
5199	eb808a	b00a	0000b00a
5200	eb808b	b00b	0000b00b
5201	eb808e	b00e	0000b00e
5202	eb808f	b00f	0000b00f
5203	eb8091	b011	0000b011
5204	eb8092	b012	0000b012
5205	eb8095	b015	0000b015
5206	eb8096	b016	0000b016
5207	eb8097	b017	0000b017
5208	eb8098	b018	0000b018
5209	eb8099	b019	0000b019
5210	eb809a	b01a	0000b01a
5211	eb809b	b01b	0000b01b
5212	eb809e	b01e	0000b01e
5213	eb80a0	b020	0000b020
5214	eb80a2	b022	0000b022
5215	eb80a3	b023	0000b023
5216	eb80a4	b024	0000b024
5217	eb80a5	b025	0000b025
5218	eb80a6	b026	0000b026
5219	eb80a7	b027	0000b027
5220	eb80a9	b029	0000b029
5221	eb80aa	b02a	0000b02a
5222	eb80ab	b02b	0000b02b
5223	eb80ad	b02d	0000b02d
5224	eb80ae	b02e	0000b02e
5225	eb80af	b02f	0000b02f
5226	eb80b1	b031	0000b031
5227	eb80b2	b032	0000b032
5228	eb80b3	b033	0000b033
5229	eb80b4	b034	0000b034
5230	eb80b5	b035	0000b035
5231	eb80b6	b036	0000b036
5232	eb80b7	b037	0000b037
5233	eb80ba	b03a	0000b03a
5234	eb80bb	b03b	0000b03b
5235	eb80bd	b03d	0000b03d
5236	eb80be	b03e	0000b03e
5237	eb80bf	b03f	0000b03f
5238	eb8180	b040	0000b040
5239	eb8181	b041	0000b041
5240	eb8182	b042	0000b042
5241	eb8183	b043	0000b043
5242	eb8186	b046	0000b046
5243	eb8187	b047	0000b047
5244	eb8189	b049	0000b049
5245	eb818f	b04f	0000b04f
5246	eb8190	b050	0000b050
5247	eb8191	b051	0000b051
5248	eb8192	b052	0000b052
5249	eb8196	b056	0000b056
5250	eb8198	b058	0000b058
5251	eb819a	b05a	0000b05a
5252	eb819c	b05c	0000b05c
5253	eb819e	b05e	0000b05e
5254	eb81a2	b062	0000b062
5255	eb81a3	b063	0000b063
5256	eb81a5	b065	0000b065
5257	eb81a6	b066	0000b066
5258	eb81a9	b069	0000b069
5259	eb81aa	b06a	0000b06a
5260	eb81ac	b06c	0000b06c
5261	eb81ad	b06d	0000b06d
5262	eb81ae	b06e	0000b06e
5263	eb81af	b06f	0000b06f
5264	eb81b0	b070	0000b070
5265	eb81b1	b071	0000b071
5266	eb81b2	b072	0000b072
5267	eb81b4	b074	0000b074
5268	eb81b6	b076	0000b076
5269	eb81b7	b077	0000b077
5270	eb81b8	b078	0000b078
5271	eb81b9	b079	0000b079
5272	eb81ba	b07a	0000b07a
5273	eb81bb	b07b	0000b07b
5274	eb81be	b07e	0000b07e
5275	eb81bf	b07f	0000b07f
5276	eb8281	b081	0000b081
5277	eb8282	b082	0000b082
5278	eb8285	b085	0000b085
5279	eb8286	b086	0000b086
5280	eb8287	b087	0000b087
5281	eb8288	b088	0000b088
5282	eb8289	b089	0000b089
5283	eb828a	b08a	0000b08a
5284	eb828e	b08e	0000b08e
5285	eb8292	b092	0000b092
5286	eb8293	b093	0000b093
5287	eb8294	b094	0000b094
5288	eb8296	b096	0000b096
5289	eb8297	b097	0000b097
5290	eb829d	b09d	0000b09d
5291	eb829e	b09e	0000b09e
5292	eb82a3	b0a3	0000b0a3
5293	eb82a5	b0a5	0000b0a5
5294	eb82a6	b0a6	0000b0a6
5295	eb82a7	b0a7	0000b0a7
5296	eb82b6	b0b6	0000b0b6
5297	eb82b7	b0b7	0000b0b7
5298	eb82b9	b0b9	0000b0b9
5299	eb82ba	b0ba	0000b0ba
5300	eb82bd	b0bd	0000b0bd
5301	eb82be	b0be	0000b0be
5302	eb82bf	b0bf	0000b0bf
5303	eb8380	b0c0	0000b0c0
5304	eb8381	b0c1	0000b0c1
5305	eb8382	b0c2	0000b0c2
5306	eb8383	b0c3	0000b0c3
5307	eb8386	b0c6	0000b0c6
5308	eb838a	b0ca	0000b0ca
5309	eb838b	b0cb	0000b0cb
5310	eb838c	b0cc	0000b0cc
5311	eb838d	b0cd	0000b0cd
5312	eb838f	b0cf	0000b0cf
5313	eb8392	b0d2	0000b0d2
5314	eb8393	b0d3	0000b0d3
5315	eb8395	b0d5	0000b0d5
5316	eb8396	b0d6	0000b0d6
5317	eb8399	b0d9	0000b0d9
5318	eb839a	b0da	0000b0da
5319	eb839b	b0db	0000b0db
5320	eb839c	b0dc	0000b0dc
5321	eb839d	b0dd	0000b0dd
5322	eb839e	b0de	0000b0de
5323	eb839f	b0df	0000b0df
5324	eb83a2	b0e2	0000b0e2
5325	eb83a4	b0e4	0000b0e4
5326	eb83a7	b0e7	0000b0e7
5327	eb83a8	b0e8	0000b0e8
5328	eb83aa	b0ea	0000b0ea
5329	eb83ab	b0eb	0000b0eb
5330	eb83ad	b0ed	0000b0ed
5331	eb83ae	b0ee	0000b0ee
5332	eb83af	b0ef	0000b0ef
5333	eb83b0	b0f0	0000b0f0
5334	eb83b1	b0f1	0000b0f1
5335	eb83b2	b0f2	0000b0f2
5336	eb83b3	b0f3	0000b0f3
5337	eb83b4	b0f4	0000b0f4
5338	eb83b5	b0f5	0000b0f5
5339	eb83b6	b0f6	0000b0f6
5340	eb83b7	b0f7	0000b0f7
5341	eb83b8	b0f8	0000b0f8
5342	eb83b9	b0f9	0000b0f9
5343	eb83ba	b0fa	0000b0fa
5344	eb83bb	b0fb	0000b0fb
5345	eb83bc	b0fc	0000b0fc
5346	eb83bd	b0fd	0000b0fd
5347	eb83be	b0fe	0000b0fe
5348	eb83bf	b0ff	0000b0ff
5349	eb8480	b100	0000b100
5350	eb8482	b102	0000b102
5351	eb8483	b103	0000b103
5352	eb8484	b104	0000b104
5353	eb8485	b105	0000b105
5354	eb8486	b106	0000b106
5355	eb8487	b107	0000b107
5356	eb848d	b10d	0000b10d
5357	eb848e	b10e	0000b10e
5358	eb8494	b114	0000b114
5359	eb8495	b115	0000b115
5360	eb8496	b116	0000b116
5361	eb849a	b11a	0000b11a
5362	eb849f	b11f	0000b11f
5363	eb84a6	b126	0000b126
5364	eb84a7	b127	0000b127
5365	eb84a9	b129	0000b129
5366	eb84aa	b12a	0000b12a
5367	eb84ad	b12d	0000b12d
5368	eb84ae	b12e	0000b12e
5369	eb84af	b12f	0000b12f
5370	eb84b0	b130	0000b130
5371	eb84b1	b131	0000b131
5372	eb84b2	b132	0000b132
5373	eb84b3	b133	0000b133
