# cid2code.txt (Beta Version 2018-05-15)
#
# The data in this table contains four tab-delimited columns of
# information. The contents of this file supplement "The Adobe-KR-9
# Character Collection":
#
# https://github.com/adobe-type-tools/Adobe-KR/
#
# This table contains lists CIDs 0 through 22875 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o There are cases of multiple code points mapping to the same CID
#   within a single CMap resource. These cases are comma-delimited
#   within the same column.
#
# The following is a synopsis of columns 2 through 4, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "UniAKR-UTF8-H" CMap resource
#   (Unicode Version 10.0 UTF-8 encoding).
#
# o Column 3: Character codes for the "UniAKR-UTF16-H" CMap resource
#   (Unicode Version 10.0 UTF-16 encoding).
#
# o Column 4: Character codes for the "UniAKR-UTF32-H" CMap resource
#   (Unicode Version 10.0 UTF-32 encoding).
#
CID	UniAKR-UTF8	UniAKR-UTF16	UniAKR-UTF32
18387	e9899b	925b	0000925b
18388	e9899e	925e	0000925e
18389	e989a2	9262	00009262
18390	e989a4	9264	00009264
18391	e989a5	9265	00009265
18392	e989a6	9266	00009266
18393	e98a80	9280	00009280
18394	e98a83	9283	00009283
18395	e98a85	9285	00009285
18396	e98a91	9291	00009291
18397	e98a93	9293	00009293
18398	e98a96	9296	00009296
18399	e98a98	9298	00009298
18400	e98a9c	929c	0000929c
18401	e98ab3	92b3	000092b3
18402	e98ab6	92b6	000092b6
18403	e98ab7	92b7	000092b7
18404	e98ab9	92b9	000092b9
18405	e98b8c	92cc	000092cc
18406	e98b8f	92cf	000092cf
18407	e98b92	92d2	000092d2
18408	e98ba4	92e4	000092e4
18409	e98baa	92ea	000092ea
18410	e98bb8	92f8	000092f8
18411	e98bbc	92fc	000092fc
18412	e98c84,efa4bf	9304,f93f	00009304,0000f93f
18413	e98c90	9310	00009310
18414	e98c98	9318	00009318
18415	e98c9a	931a	0000931a
18416	e98c9e	931e	0000931e
18417	e98c9f	931f	0000931f
18418	e98ca0	9320	00009320
18419	e98ca1	9321	00009321
18420	e98ca2	9322	00009322
18421	e98ca4	9324	00009324
18422	e98ca6	9326	00009326
18423	e98ca8	9328	00009328
18424	e98cab	932b	0000932b
18425	e98cae	932e	0000932e
18426	e98caf	932f	0000932f
18427	e98d88	9348	00009348
18428	efa69b,e98d8a	f99b,934a	0000f99b,0000934a
18429	e98d8b	934b	0000934b
18430	e98d8d	934d	0000934d
18431	e98d94	9354	00009354
18432	e98d9b	935b	0000935b
18433	e98dae	936e	0000936e
18434	e98db5	9375	00009375
18435	e98dbc	937c	0000937c
18436	e98dbe	937e	0000937e
18437	e98e8c	938c	0000938c
18438	e98e94	9394	00009394
18439	e98e96	9396	00009396
18440	e98e9a	939a	0000939a
18441	e98ea3	93a3	000093a3
18442	e98ea7	93a7	000093a7
18443	e98eac	93ac	000093ac
18444	e98ead	93ad	000093ad
18445	e98eb0	93b0	000093b0
18446	e98f83	93c3	000093c3
18447	e98f91	93d1	000093d1
18448	e98f9e	93de	000093de
18449	e98fa1	93e1	000093e1
18450	e98fa4	93e4	000093e4
18451	e98fb6	93f6	000093f6
18452	e99084	9404	00009404
18453	e99098	9418	00009418
18454	e990a5	9425	00009425
18455	e990ab	942b	0000942b
18456	e990b5	9435	00009435
18457	e990b8	9438	00009438
18458	e99184	9444	00009444
18459	e99191	9451	00009451
18460	e99192	9452	00009452
18461	e9919b	945b	0000945b
18462	e991bd	947d	0000947d
18463	e991bf	947f	0000947f
18464	e995b7,e2bea7	9577,2fa7	00009577,00002fa7
18465	e99680,e2bea8	9580,2fa8	00009580,00002fa8
18466	e99683	9583	00009583
18467	e99689	9589	00009589
18468	e9968b	958b	0000958b
18469	e9968f	958f	0000958f
18470	e99691	9591	00009591
18471	e99692	9592	00009592
18472	e99693	9593	00009593
18473	e99694	9594	00009594
18474	e99698	9598	00009598
18475	e996a3	95a3	000095a3
18476	e996a4	95a4	000095a4
18477	e996a5	95a5	000095a5
18478	e996a8	95a8	000095a8
18479	e996ad,efa686	95ad,f986	000095ad,0000f986
18480	e996b1	95b1	000095b1
18481	e996bb	95bb	000095bb
18482	e996bc	95bc	000095bc
18483	e99787	95c7	000095c7
18484	e9978a	95ca	000095ca
18485	e99794	95d4	000095d4
18486	e99795	95d5	000095d5
18487	e99796	95d6	000095d6
18488	e9979c	95dc	000095dc
18489	e997a1	95e1	000095e1
18490	e997a2	95e2	000095e2
18491	e2bea9,e9989c	2fa9,961c	00002fa9,0000961c
18492	e998a1	9621	00009621
18493	e998aa	962a	0000962a
18494	e998ae,efa786	962e,f9c6	0000962e,0000f9c6
18495	e998b2	9632	00009632
18496	e998bb	963b	0000963b
18497	e998bf	963f	0000963f
18498	e99980	9640	00009640
18499	e99982	9642	00009642
18500	e99984	9644	00009644
18501	efa591,e9998b	f951,964b	0000f951,0000964b
18502	e9998c	964c	0000964c
18503	efa889,e9998d	fa09,964d	0000fa09,0000964d
18504	e99990	9650	00009650
18505	e9999b	965b	0000965b
18506	e9999c	965c	0000965c
18507	e9999d	965d	0000965d
18508	e9999e	965e	0000965e
18509	e9999f	965f	0000965f
18510	e999a2	9662	00009662
18511	e999a3	9663	00009663
18512	e999a4	9664	00009664
18513	e999aa	966a	0000966a
18514	e999b0	9670	00009670
18515	e999b3	9673	00009673
18516	efa599,e999b5	f959,9675	0000f959,00009675
18517	e999b6	9676	00009676
18518	e999b7	9677	00009677
18519	efa793,e999b8	f9d3,9678	0000f9d3,00009678
18520	e999bd	967d	0000967d
18521	e99a85	9685	00009685
18522	efa79c,e99a86	f9dc,9686	0000f9dc,00009686
18523	e99a8a	968a	0000968a
18524	e99a8b	968b	0000968b
18525	e99a8d	968d	0000968d
18526	e99a8e	968e	0000968e
18527	e99a94	9694	00009694
18528	e99a95	9695	00009695
18529	e99a98	9698	00009698
18530	e99a99	9699	00009699
18531	e99a9b	969b	0000969b
18532	e99a9c	969c	0000969c
18533	e99aa3,efa7b1	96a3,f9f1	000096a3,0000f9f1
18534	e99aa7	96a7	000096a7
18535	e99aa8	96a8	000096a8
18536	e99aaa	96aa	000096aa
18537	e99ab1	96b1	000096b1
18538	e99ab7,efa8af	96b7,fa2f	000096b7,0000fa2f
18539	e99abb	96bb	000096bb
18540	e99b80	96c0	000096c0
18541	e99b81	96c1	000096c1
18542	e99b84	96c4	000096c4
18543	e99b85	96c5	000096c5
18544	e99b86	96c6	000096c6
18545	e99b87	96c7	000096c7
18546	e99b89	96c9	000096c9
18547	e99b8b	96cb	000096cb
18548	e99b8c	96cc	000096cc
18549	e99b8d	96cd	000096cd
18550	e99b8e	96ce	000096ce
18551	e99b95	96d5	000096d5
18552	e99b96	96d6	000096d6
18553	e99b99	96d9	000096d9
18554	e99b9b	96db	000096db
18555	e99b9c	96dc	000096dc
18556	efa7aa,e99ba2	f9ea,96e2	0000f9ea,000096e2
18557	e99ba3	96e3	000096e3
18558	e2beac,e99ba8	2fac,96e8	00002fac,000096e8
18559	e99ba9	96e9	000096e9
18560	e99baa	96ea	000096ea
18561	e99baf	96ef	000096ef
18562	e99bb0	96f0	000096f0
18563	e99bb2	96f2	000096f2
18564	efa6b2,e99bb6	f9b2,96f6	0000f9b2,000096f6
18565	efa589,e99bb7	f949,96f7	0000f949,000096f7
18566	e99bb9	96f9	000096f9
18567	e99bbb	96fb	000096fb
18568	e99c80	9700	00009700
18569	e99c86	9706	00009706
18570	e99c87	9707	00009707
18571	e99c91	9711	00009711
18572	e99c93	9713	00009713
18573	e99c96	9716	00009716
18574	e99c99	9719	00009719
18575	e99c9c	971c	0000971c
18576	e99c9e	971e	0000971e
18577	e99ca7	9727	00009727
18578	e99cb0	9730	00009730
18579	e99cb2,efa4b8	9732,f938	00009732,0000f938
18580	e99cb9	9739	00009739
18581	e99cbd	973d	0000973d
18582	e99d82	9742	00009742
18583	e99d84	9744	00009744
18584	e99d88,efa6b3	9748,f9b3	00009748,0000f9b3
18585	e2bead,e99d91	2fad,9751	00002fad,00009751
18586	e99d96	9756	00009756
18587	e99d9c	975c	0000975c
18588	e2beae,e99d9e	2fae,975e	00002fae,0000975e
18589	e99da1	9761	00009761
18590	e2beaf,e99da2	2faf,9762	00002faf,00009762
18591	e99da9,e2beb0	9769,2fb0	00009769,00002fb0
18592	e99dad	976d	0000976d
18593	e99db4	9774	00009774
18594	e99db7	9777	00009777
18595	e99dba	977a	0000977a
18596	e99e8b	978b	0000978b
18597	e99e8d	978d	0000978d
18598	e99e8f	978f	0000978f
18599	e99ea0	97a0	000097a0
18600	e99ea8	97a8	000097a8
18601	e99eab	97ab	000097ab
18602	e99ead	97ad	000097ad
18603	e99f86	97c6	000097c6
18604	e2beb1,e99f8b	2fb1,97cb	00002fb1,000097cb
18605	e99f93	97d3	000097d3
18606	e99f9c	97dc	000097dc
18607	e2beb3,e99fb3	2fb3,97f3	00002fb3,000097f3
18608	e99fb6	97f6	000097f6
18609	e99fbb	97fb	000097fb
18610	e99fbf	97ff	000097ff
18611	e9a080	9800	00009800
18612	e2beb4,e9a081	2fb4,9801	00002fb4,00009801
18613	e9a082	9802	00009802
18614	e9a083	9803	00009803
18615	e9a085	9805	00009805
18616	e9a086	9806	00009806
18617	e9a088	9808	00009808
18618	e9a08a	980a	0000980a
18619	e9a08c	980c	0000980c
18620	e9a090	9810	00009810
18621	e9a091	9811	00009811
18622	e9a092	9812	00009812
18623	e9a093	9813	00009813
18624	e9a097	9817	00009817
18625	efa6b4,e9a098	f9b4,9818	0000f9b4,00009818
18626	e9a0ad	982d	0000982d
18627	e9a0b0	9830	00009830
18628	e9a0b8	9838	00009838
18629	e9a0b9	9839	00009839
18630	e9a0bb	983b	0000983b
18631	e9a186	9846	00009846
18632	e9a18c	984c	0000984c
18633	e9a18d	984d	0000984d
18634	e9a18e	984e	0000984e
18635	e9a194	9854	00009854
18636	e9a198	9858	00009858
18637	e9a19a	985a	0000985a
18638	e9a19e,efa790	985e,f9d0	0000985e,0000f9d0
18639	e9a1a5	9865	00009865
18640	e9a1a7	9867	00009867
18641	e9a1ab	986b	0000986b
18642	e9a1af	986f	0000986f
18643	e2beb5,e9a2a8	2fb5,98a8	00002fb5,000098a8
18644	e9a2af	98af	000098af
18645	e9a2b1	98b1	000098b1
18646	e9a384	98c4	000098c4
18647	e9a387	98c7	000098c7
18648	e2beb6,e9a39b	2fb6,98db	00002fb6,000098db
18649	e9a39c	98dc	000098dc
18650	e2beb7,e9a39f	2fb7,98df	00002fb7,000098df
18651	e9a3a1	98e1	000098e1
18652	e9a3a2	98e2	000098e2
18653	e9a3ad	98ed	000098ed
18654	e9a3ae	98ee	000098ee
18655	e9a3af	98ef	000098ef
18656	e9a3b4	98f4	000098f4
18657	e9a3bc	98fc	000098fc
18658	e9a3bd	98fd	000098fd
18659	e9a3be	98fe	000098fe
18660	e9a483	9903	00009903
18661	e9a489	9909	00009909
18662	e9a48a	990a	0000990a
18663	e9a48c	990c	0000990c
18664	e9a490	9910	00009910
18665	e9a493	9913	00009913
18666	e9a498	9918	00009918
18667	e9a49e	991e	0000991e
18668	e9a4a0	9920	00009920
18669	e9a4a8	9928	00009928
18670	e9a585	9945	00009945
18671	e9a589	9949	00009949
18672	e9a58b	994b	0000994b
18673	e9a58c	994c	0000994c
18674	e9a58d	994d	0000994d
18675	e9a591	9951	00009951
18676	e9a592	9952	00009952
18677	e9a594	9954	00009954
18678	e9a597	9957	00009957
18679	e9a696,e2beb8	9996,2fb8	00009996,00002fb8
18680	e9a699,e2beb9	9999,2fb9	00009999,00002fb9
18681	e9a69d	999d	0000999d
18682	e9a6a5	99a5	000099a5
18683	e9a6a8	99a8	000099a8
18684	e2beba,e9a6ac	2fba,99ac	00002fba,000099ac
18685	e9a6ad	99ad	000099ad
18686	e9a6ae	99ae	000099ae
18687	e9a6b1	99b1	000099b1
18688	e9a6b3	99b3	000099b3
18689	e9a6b4	99b4	000099b4
18690	e9a6b9	99b9	000099b9
18691	e9a781	99c1	000099c1
18692	e9a790	99d0	000099d0
18693	e9a791	99d1	000099d1
18694	e9a792	99d2	000099d2
18695	e9a795	99d5	000099d5
18696	e9a799	99d9	000099d9
18697	e9a79d	99dd	000099dd
18698	e9a79f	99df	000099df
18699	e9a7ad	99ed	000099ed
18700	e9a7b1,efa49a	99f1,f91a	000099f1,0000f91a
18701	e9a7bf	99ff	000099ff
18702	e9a881	9a01	00009a01
18703	e9a888	9a08	00009a08
18704	e9a88e	9a0e	00009a0e
18705	e9a88f	9a0f	00009a0f
18706	e9a899	9a19	00009a19
18707	e9a8ab	9a2b	00009a2b
18708	e9a8b0	9a30	00009a30
18709	e9a8b6	9a36	00009a36
18710	e9a8b7	9a37	00009a37
18711	e9a980	9a40	00009a40
18712	e9a983	9a43	00009a43
18713	e9a985	9a45	00009a45
18714	e9a98d	9a4d	00009a4d
18715	e9a995	9a55	00009a55
18716	e9a997	9a57	00009a57
18717	e9a99a	9a5a	00009a5a
18718	e9a99b	9a5b	00009a5b
18719	e9a99f	9a5f	00009a5f
18720	e9a9a2	9a62	00009a62
18721	e9a9a5	9a65	00009a65
18722	e9a9a9	9a69	00009a69
18723	efa687,e9a9aa	f987,9a6a	0000f987,00009a6a
18724	e2bebb,e9aaa8	2fbb,9aa8	00002fbb,00009aa8
18725	e9aab8	9ab8	00009ab8
18726	e9ab93	9ad3	00009ad3
18727	e9ab94	9ad4	00009ad4
18728	e2bebc,e9ab98	2fbc,9ad8	00002fbc,00009ad8
18729	e9aba5	9ae5	00009ae5
18730	e9abae	9aee	00009aee
18731	e9ac9a	9b1a	00009b1a
18732	e9aca7	9b27	00009b27
18733	e9acaa	9b2a	00009b2a
18734	e9acb1	9b31	00009b31
18735	e2bf81,e9acbc	2fc1,9b3c	00002fc1,00009b3c
18736	e9ad81	9b41	00009b41
18737	e9ad82	9b42	00009b42
18738	e9ad83	9b43	00009b43
18739	e9ad84	9b44	00009b44
18740	e9ad85	9b45	00009b45
18741	e9ad8f	9b4f	00009b4f
18742	e9ad94	9b54	00009b54
18743	e2bf82,e9ad9a	2fc2,9b5a	00002fc2,00009b5a
18744	e9adaf,efa4b9	9b6f,f939	00009b6f,0000f939
18745	e9ae8e	9b8e	00009b8e
18746	e9ae91	9b91	00009b91
18747	e9ae9f	9b9f	00009b9f
18748	e9aeab	9bab	00009bab
18749	e9aeae	9bae	00009bae
18750	e9af89	9bc9	00009bc9
18751	e9af96	9bd6	00009bd6
18752	e9afa4	9be4	00009be4
18753	e9afa8	9be8	00009be8
18754	e9b08d	9c0d	00009c0d
18755	e9b090	9c10	00009c10
18756	e9b092	9c12	00009c12
18757	e9b095	9c15	00009c15
18758	e9b0a5	9c25	00009c25
18759	e9b0b2	9c32	00009c32
18760	e9b0bb	9c3b	00009c3b
18761	e9b187	9c47	00009c47
18762	e9b189	9c49	00009c49
18763	e9b197,efa7b2	9c57,f9f2	00009c57,0000f9f2
18764	e2bf83,e9b3a5	2fc3,9ce5	00002fc3,00009ce5
18765	e9b3a7	9ce7	00009ce7
18766	e9b3a9	9ce9	00009ce9
18767	e9b3b3	9cf3	00009cf3
18768	e9b3b4	9cf4	00009cf4
18769	e9b3b6	9cf6	00009cf6
18770	e9b489	9d09	00009d09
18771	e9b49b	9d1b	00009d1b
18772	e9b4a6	9d26	00009d26
18773	e9b4a8	9d28	00009d28
18774	e9b4bb	9d3b	00009d3b
18775	e9b591	9d51	00009d51
18776	e9b59d	9d5d	00009d5d
18777	e9b5a0	9d60	00009d60
18778	e9b5a1	9d61	00009d61
18779	e9b5ac	9d6c	00009d6c
18780	e9b5b2	9d72	00009d72
18781	e9b6a9	9da9	00009da9
18782	e9b6af	9daf	00009daf
18783	e9b6b4	9db4	00009db4
18784	e9b784	9dc4	00009dc4
18785	e9b797	9dd7	00009dd7
18786	e9b7b2	9df2	00009df2
18787	e9b7b8	9df8	00009df8
18788	e9b7b9	9df9	00009df9
18789	efa4ba,e9b7ba	f93a,9dfa	0000f93a,00009dfa
18790	e9b89a	9e1a	00009e1a
18791	e9b89e,efa4a0	9e1e,f920	00009e1e,0000f920
18792	e2bf84,e9b9b5	2fc4,9e75	00002fc4,00009e75
18793	e9b9b9	9e79	00009e79
18794	e9b9bd	9e7d	00009e7d
18795	e2bf85,e9b9bf,efa580	2fc5,9e7f,f940	00002fc5,00009e7f,0000f940
18796	e9ba92	9e92	00009e92
18797	e9ba93	9e93	00009e93
18798	e9ba97,efa688	9e97,f988	00009e97,0000f988
18799	e9ba9d	9e9d	00009e9d
18800	e9ba9f,efa7b3	9e9f,f9f3	00009e9f,0000f9f3
18801	e2bf86,e9baa5	2fc6,9ea5	00002fc6,00009ea5
18802	e9bab4	9eb4	00009eb4
18803	e9bab5	9eb5	00009eb5
18804	e2bf87,e9babb	2fc7,9ebb	00002fc7,00009ebb
18805	e9babe	9ebe	00009ebe
18806	e9bb83,e2bf88	9ec3,2fc8	00009ec3,00002fc8
18807	e2bf89,e9bb8d	2fc9,9ecd	00002fc9,00009ecd
18808	efa689,e9bb8e	f989,9ece	0000f989,00009ece
18809	e2bf8a,e9bb91	2fca,9ed1	00002fca,00009ed1
18810	e9bb94	9ed4	00009ed4
18811	e9bb98	9ed8	00009ed8
18812	e9bb9b	9edb	00009edb
18813	e9bb9c	9edc	00009edc
18814	e9bb9e	9ede	00009ede
18815	e9bba8	9ee8	00009ee8
18816	e9bbb4	9ef4	00009ef4
18817	e9bc87	9f07	00009f07
18818	e9bc88	9f08	00009f08
18819	e9bc8e,e2bf8d	9f0e,2fcd	00009f0e,00002fcd
18820	e9bc93,e2bf8e	9f13,2fce	00009f13,00002fce
18821	e9bca0,e2bf8f	9f20,2fcf	00009f20,00002fcf
18822	e9bcbb,e2bf90	9f3b,2fd0	00009f3b,00002fd0
18823	e2bf91,e9bd8a	2fd1,9f4a	00002fd1,00009f4a
18824	e9bd8b	9f4b	00009f4b
18825	e9bd8e	9f4e	00009f4e
18826	e2bf92,e9bd92	2fd2,9f52	00002fd2,00009f52
18827	e9bd9f	9f5f	00009f5f
18828	e9bda1	9f61	00009f61
18829	e9bda7	9f67	00009f67
18830	e9bdaa	9f6a	00009f6a
18831	e9bdac	9f6c	00009f6c
18832	e9bdb7	9f77	00009f77
18833	e2bf93,e9be8d,efa784	2fd3,9f8d,f9c4	00002fd3,00009f8d,0000f9c4
18834	e9be90	9f90	00009f90
18835	e9be95	9f95	00009f95
18836	e2bf94,e9be9c,efa487,efa488	2fd4,9f9c,f907,f908	00002fd4,00009f9c,0000f907,0000f908
18837	e3929a	349a	0000349a
18838	e39397	34d7	000034d7
18839	e39495	3515	00003515
18840	e394a1	3521	00003521
18841	e397bf	35ff	000035ff
18842	e399af	366f	0000366f
18843	e39b83	36c3	000036c3
18844	e39b84	36c4	000036c4
18845	e39b85	36c5	000036c5
18846	e39ba6	36e6	000036e6
18847	e39ca3	3723	00003723
18848	e39caf	372f	0000372f
18849	e39cba	373a	0000373a
18850	e39ebc	37bc	000037bc
18851	e3a08c	380c	0000380c
18852	e3a098	3818	00003818
18853	e3a283	3883	00003883
18854	e3a2ba	38ba	000038ba
18855	e3a3a7	38e7	000038e7
18856	e3a3bd	38fd	000038fd
18857	e3a5a0	3960	00003960
18858	e3a5a5	3965	00003965
18859	e3a683	3983	00003983
18860	e3a690	3990	00003990
18861	e3a6a5	39a5	000039a5
18862	e3a6b6	39b6	000039b6
18863	e3a8b9	3a39	00003a39
18864	e3aaa4	3aa4	00003aa4
18865	e3ab9c	3adc	00003adc
18866	e3abb6	3af6	00003af6
18867	e3ac83	3b03	00003b03
18868	e3aca3	3b23	00003b23
18869	e3adb9	3b79	00003b79
18870	e3afb3	3bf3	00003bf3
18871	e3b094	3c14	00003c14
18872	e3b0a4	3c24	00003c24
18873	e3b0ad	3c2d	00003c2d
18874	e3b2bd	3cbd	00003cbd
18875	e3b2be	3cbe	00003cbe
18876	e3b3bc	3cfc	00003cfc
18877	e3b497	3d17	00003d17
18878	e3b59f	3d5f	00003d5f
18879	e3b6bc	3dbc	00003dbc
18880	e3b782	3dc2	00003dc2
18881	e3bb84	3ec4	00003ec4
18882	e3bb90	3ed0	00003ed0
18883	e3bbad	3eed	00003eed
18884	e3bbbd	3efd	00003efd
18885	e3bc84	3f04	00003f04
18886	e480af	402f	0000402f
18887	e480b4	4034	00004034
18888	e481a2	4062	00004062
18889	e482a9	40a9	000040a9
18890	e48389	40c9	000040c9
18891	e484b7	4137	00004137
18892	e486ac	41ac	000041ac
18893	e48999	4259	00004259
18894	e48ebb	43bb	000043bb
18895	e48f87	43c7	000043c7
18896	e48fa7	43e7	000043e7
18897	e48faa	43ea	000043ea
18898	e49190	4450	00004450
18899	e49492	4512	00004512
18900	e497b2	45f2	000045f2
18901	e49898	4618	00004618
18902	e49ab7	46b7	000046b7
18903	e49abe	46be	000046be
18904	e49b94	46d4	000046d4
18905	e49b98	46d8	000046d8
18906	e49b9d	46dd	000046dd
18907	e49cad	472d	0000472d
18908	e49dac	476c	0000476c
18909	e49dbd	477d	0000477d
18910	e49e9f	479f	0000479f
18911	e4a1a3	4863	00004863
18912	e4a283	4883	00004883
18913	e4a296	4896	00004896
18914	e4a2a6	48a6	000048a6
18915	e4a4a5	4925	00004925
18916	e4a69e	499e	0000499e
18917	e4a6a5	49a5	000049a5
18918	e4a78b	49cb	000049cb
18919	e4a892	4a12	00004a12
18920	e4a8ad	4a2d	00004a2d
18921	e4aab8	4ab8	00004ab8
18922	e4ab9f	4adf	00004adf
18923	e4aba8	4ae8	00004ae8
18924	e4abbb	4afb	00004afb
18925	e4ad93	4b53	00004b53
18926	e4adb1	4b71	00004b71
18927	e4b39f	4cdf	00004cdf
18928	e4b3a0	4ce0	00004ce0
18929	e4b49b	4d1b	00004d1b
18930	e4b886	4e06	00004e06
18931	e4b89f	4e1f	00004e1f
18932	e4b8a6	4e26	00004e26
18933	e4b8ab	4e2b	00004e2b
18934	e4b8b0	4e30	00004e30
18935	e4b8b1	4e31	00004e31
18936	e4b8b7	4e37	00004e37
18937	e4b981	4e41	00004e41
18938	e4b98a	4e4a	00004e4a
18939	e4b99b	4e5b	00004e5b
18940	e4b9a4	4e64	00004e64
18941	e4b9a5	4e65	00004e65
18942	e4b9a7	4e67	00004e67
18943	e4b9ac	4e6c	00004e6c
18944	e4b9ae	4e6e	00004e6e
18945	e4b9af	4e6f	00004e6f
18946	e4b9b2	4e72	00004e72
18947	e4b9ba	4e7a	00004e7a
18948	e4b9bb	4e7b	00004e7b
18949	e4b9bc	4e7c	00004e7c
18950	e4b9bd	4e7d	00004e7d
18951	e4ba87	4e87	00004e87
18952	e4ba8f	4e8f	00004e8f
18953	e4ba99	4e99	00004e99
18954	e4ba9c	4e9c	00004e9c
18955	e4ba9f	4e9f	00004e9f
18956	e4baaa	4eaa	00004eaa
18957	e4bab0	4eb0	00004eb0
18958	e4bab3	4eb3	00004eb3
18959	e4bab4	4eb4	00004eb4
18960	e4bab9	4eb9	00004eb9
18961	e4babd	4ebd	00004ebd
18962	e4bb86	4ec6	00004ec6
18963	e4bb92	4ed2	00004ed2
18964	e4bb9e	4ede	00004ede
18965	e4bba1	4ee1	00004ee1
18966	e4bbae	4eee	00004eee
18967	e4bbb3	4ef3	00004ef3
18968	e4bbb5	4ef5	00004ef5
18969	e4bbbd	4efd	00004efd
18970	e4bbbf	4eff	00004eff
18971	e4bc80	4f00	00004f00
18972	e4bc9a	4f1a	00004f1a
18973	e4bcb0	4f30	00004f30
18974	e4bcbe	4f3e	00004f3e
18975	e4bd82	4f42	00004f42
18976	e4bd89	4f49	00004f49
18977	e4bd8b	4f4b	00004f4b
18978	e4bd93	4f53	00004f53
18979	e4bd94	4f54	00004f54
18980	e4bd96	4f56	00004f56
18981	e4bd97	4f57	00004f57
18982	e4bd9d	4f5d	00004f5d
18983	e4bd9e	4f5e	00004f5e
18984	e4bd9f	4f5f	00004f5f
18985	e4bdaa	4f6a	00004f6a
18986	e4bdb4	4f74	00004f74
18987	e4bdb8	4f78	00004f78
18988	e4bdb9	4f79	00004f79
18989	e4bdbb	4f7b	00004f7b
18990	e4bdbc	4f7c	00004f7c
18991	e4bdbd	4f7d	00004f7d
18992	e4be80	4f80	00004f80
18993	e4be89	4f89	00004f89
18994	e4be8e	4f8e	00004f8e
18995	e4be90	4f90	00004f90
18996	e4be92	4f92	00004f92
18997	e4be94	4f94	00004f94
18998	e4be97	4f97	00004f97
18999	e4be9a	4f9a	00004f9a
19000	e4be9c	4f9c	00004f9c
19001	e4bea4	4fa4	00004fa4
19002	e4beb2	4fb2	00004fb2
19003	e4beb9	4fb9	00004fb9
19004	e4bebb	4fbb	00004fbb
19005	e4bf81	4fc1	00004fc1
19006	e4bf85	4fc5	00004fc5
19007	e4bf8c	4fcc	00004fcc
19008	e4bf8d	4fcd	00004fcd
19009	e4bf8f	4fcf	00004fcf
19010	e4bf90	4fd0	00004fd0
19011	e4bf92	4fd2	00004fd2
19012	e4bf98	4fd8	00004fd8
19013	e4bf99	4fd9	00004fd9
19014	e4bf9b	4fdb	00004fdb
19015	e4bf9e	4fde	00004fde
19016	e4bfa3	4fe3	00004fe3
19017	e4bfb0	4ff0	00004ff0
19018	e4bfb4	4ff4	00004ff4
19019	e4bfb6	4ff6	00004ff6
19020	e4bfbe	4ffe	00004ffe
19021	e58080	5000	00005000
19022	e58085	5005	00005005
19023	e58087	5007	00005007
19024	e5808f	500f	0000500f
19025	e58093	5013	00005013
19026	e58094	5014	00005014
19027	e58098	5018	00005018
19028	e580a2	5022	00005022
19029	e580a5	5025	00005025
19030	e580a9	5029	00005029
19031	e580ae	502e	0000502e
19032	e580b0	5030	00005030
19033	e58184	5044	00005044
19034	e5818a	504a	0000504a
19035	e5818e	504e	0000504e
19036	e58193	5053	00005053
19037	e58196	5056	00005056
19038	e58198	5058	00005058
19039	e58199	5059	00005059
19040	e581a0	5060	00005060
19041	e581a2	5062	00005062
19042	e581a6	5066	00005066
19043	e581aa	506a	0000506a
19044	e581b0	5070	00005070
19045	e581b2	5072	00005072
19046	e58283	5083	00005083
19047	e5828b	508b	0000508b
19048	e58292	5092	00005092
19049	e58294	5094	00005094
19050	e58296	5096	00005096
19051	e5829a	509a	0000509a
19052	e5829b	509b	0000509b
19053	e5829d	509d	0000509d
19054	e5829e	509e	0000509e
19055	e582a2	50a2	000050a2
19056	e582ae	50ae	000050ae
19057	e582b4	50b4	000050b4
19058	e582bd	50bd	000050bd
19059	e582bf	50bf	000050bf
19060	e58382	50c2	000050c2
19061	e58384	50c4	000050c4
19062	e58394	50d4	000050d4
19063	e5839b	50db	000050db
19064	e583a2	50e2	000050e2
19065	e583a6	50e6	000050e6
19066	e583a9	50e9	000050e9
19067	e583ac	50ec	000050ec
19068	e583ae	50ee	000050ee
19069	e583b5	50f5	000050f5
19070	e583be	50fe	000050fe
19071	e58482	5102	00005102
19072	e58483	5103	00005103
19073	e58487	5107	00005107
19074	e5848b	510b	0000510b
19075	e58490	5110	00005110
19076	e58493	5113	00005113
19077	e58494	5114	00005114
19078	e58495	5115	00005115
19079	e58497	5117	00005117
19080	e58498	5118	00005118
19081	e5849a	511a	0000511a
19082	e5849b	511b	0000511b
19083	e5849c	511c	0000511c
19084	e584a2	5122	00005122
19085	e584a4	5124	00005124
19086	e584a5	5125	00005125
19087	e584a7	5127	00005127
19088	e584ab	512b	0000512b
19089	e584b1	5131	00005131
19090	e584b3	5133	00005133
19091	e584b5	5135	00005135
19092	e584b8	5138	00005138
19093	e584b9	5139	00005139
19094	e584bb	513b	0000513b
19095	e2bc89,e584bf	2f09,513f	00002f09,0000513f
19096	e58590	5150	00005150
19097	e58594	5154	00005154
19098	e58595	5155	00005155
